SalesMonth,ProductName,TotalSales,TotalUnits
2023-07,Avsar Plus,33478197.5765994,76563
2023-07,AXIFER,811750,1051
2023-07,Azliv,795591.680400004,4314
2023-07,BD PEN NEEDLE,2724859.1787,121251
2023-07,BD SYRINGE - BAG,77280152.8592,2253240
2023-07,Busonide,4234756.99250003,9944
2023-07,Byvas,18034383.4321989,62946
2023-07,Dapwiz,4537043.205,16176
2023-07,Dipof,1662164.80580001,7049
2023-07,Diu Tansin,1829662.87279993,8929
2023-07,Duzalta,14405829.4429992,24721
2023-07,Eglaro,304253.527999999,773
2023-07,Eglaro-S,3593605.775,5534
2023-07,Erli,9236187.80200005,22047
2023-07,Erli Plus,1084956.15,3006
2023-07,Erli Plus XR,14694378.4469992,28415
2023-07,Erlina,5393134.38300008,9175
2023-07,Estar,39818516.6895008,104818
2023-07,Evo Joshanda,152204.8998,325
2023-07,EvoCheck,22519918.3553997,8859
2023-07,EvoCheck Go,8232144.24999989,4229
2023-07,Evofix,3831626.33250001,12728
2023-07,Evokalm,5552192.86000001,20181
2023-07,Evokalm XR,1952921.75,3376
2023-07,Evopride,14179753.7239981,24765
2023-07,Evopride Plus,22329534.6319044,53042
2023-07,Fasteso,3154707.92820001,9602
2023-07,Femova,9877391.20579951,9190
2023-07,Ferfer,14080415.0545998,18676
2023-07,Ferfer Gro,3620258.23559991,8616
2023-07,Galvecta,970789.3474,2867
2023-07,Galvecta Plus,10243952.0654,20315
2023-07,Gouric,75526617.461,125279
2023-07,Histalis,1082484.7524,6332
2023-07,IBANDRO,3570,8
2023-07,Inosita,14264339.8904991,13340
2023-07,Inosita Plus,119665421.928929,134870
2023-07,Ivadin,2936585.95,8263
2023-07,K-1000,11899497.2579003,19066
2023-07,Kalsob,16808918.5925993,26975
2023-07,Klevra,6522013.86109995,6719
2023-07,Klevra XR,370545.6,655
2023-07,LACTEUS 2,1193.25,1
2023-07,LACTEUS GROW 3,1193.25,1
2023-07,Lowplat,66733775.6155389,291524
2023-07,Lowplat Plus,98085082.1813303,387959
2023-07,Neo Q 10,3314338.52619999,2982
2023-07,Nise,65021713.2440189,250321
2023-07,Omron BPM,20629884.4254,2350
2023-07,Omron BPM Wrist,605920.6123,82
2023-07,Omron ETB,368304.6012,266
2023-07,Omron Weigh Scale,287394.1307,48
2023-07,Onita,12274333.2325,10393
2023-07,Opt-D,21490818.2369986,89983
2023-07,Orslim,47493057.8875,21838
2023-07,Oxivort,1156897.935,3078
2023-07,Paridopa,6809788.25500005,4487
2023-07,Phytus,509284.0379,1478
2023-07,Ramipace,30955449.7488023,53404
2023-07,Redexa,5568910.1585,8689
2023-07,REKLAIM,397239.337900002,796
2023-07,Retzole,3335016.65,2317
2023-07,Revolic,1402777.23519998,2590
2023-07,Sacvin,29688012.6531028,20827
2023-07,SheVit,5722012.71309988,11552
2023-07,Sparliv,3398476.6449001,4300
2023-07,SPEDICAM,1397.88,11
2023-07,Supercran,1875064.03390001,5208
2023-07,Tansin,4581871.04890002,22489
2023-07,Telsarta,8052151.9163,30212
2023-07,Telsarta-A,21593924.4195001,51876
2023-07,Telsarta-D,7223219.46279999,14712
2023-07,Thewril,4236315.34,7453
2023-07,Tiocap,1237837.677,9702
2023-07,Treatan,11258929.6024994,30419
2023-07,Treatan-D,1652888.543,1971
2023-07,UFI,80956.89,203
2023-07,UriTreat,1338457.6,1581
2023-07,Vible,4322455.34279999,6016
2023-07,Voxamine,6770463.2150004,14910
2023-07,X-Plended,131432789.86563,313036
2023-07,X-Plended EZ,9602581.04819992,25288
2023-07,Xcept,41815931.7196975,80208
2023-07,Xilica,10911644.1772011,26695
2023-07,Zibes,3106670.87699992,22130
2023-07,Zilero,1099568.92,1389
2023-07,Zilfom,1110050.0625,2489
2023-07,Zoltar,9393625.03199998,41618
2023-07,ZOLTAR INSTA,124.1,1
2023-08,Actiflor,7145936.85660002,11284
2023-08,Actnise,2970404.31700005,8817
2023-08,Ad Folic,11602611.8186023,29899
2023-08,Ad Folic OD,19103934.7582986,36542
2023-08,Ad-D Chewable,564570.737800002,2124
2023-08,Agoviz,3316271.94000004,4689
2023-08,Aircare,413320.380000001,953
2023-08,Aireez,7044752.26060001,12201
2023-08,Anex-M,2048609.31000001,6184
2023-08,Anplag,16991292.0336,12461
2023-08,Arbi,4328981.9405,12773
2023-08,Arbi-D,9529868.09389986,21342
2023-08,Avsar,113868611.030527,249072
2023-08,Avsar Plus,34968480.0194026,80055
2023-08,AXIFER,737268.75,964
2023-08,Azliv,1728527.74279999,8556
2023-08,BD PEN NEEDLE,3224297.2469,143994
2023-08,BD SYRINGE - BAG,97626764.2428996,2838349
2023-08,Busonide,5220350.09750009,12281
2023-08,Byvas,18653745.7569985,65705
2023-08,Dapwiz,5408953.32350001,19151
2023-08,Dipof,1864714.06260001,7934
2023-08,Diu Tansin,1817447.48019992,8870
2023-08,Duzalta,16239339.5288986,27823
2023-08,Eglaro,366053.079999999,926
2023-08,Eglaro-S,4149135.9284,6413
2023-08,Erli,11002173.3954998,26469
2023-08,Erli Plus,1711067,4742
2023-08,Erli Plus XR,16561646.6939993,31888
2023-08,Erlina,7260232.48300025,12420
2023-08,Estar,41542706.9940031,109635
2023-08,Evo Joshanda,654111.546799996,1411
2023-08,EvoCheck,20898711.4684993,8346
2023-08,EvoCheck Go,8338856.04999993,4245
2023-08,Evofix,5455991.47999998,17595
2023-08,Evokalm,6674426.86160025,24089
2023-08,Evokalm XR,1928300.582,3331
2023-08,Evopride,13952950.9989982,24765
2023-08,Evopride Plus,26085192.1476045,61838
2023-08,Fasteso,3915308.80080002,11679
2023-08,Femova,12271984.5523993,11430
2023-08,Ferfer,15788636.7939997,20961
2023-08,Ferfer Gro,4677828.45929991,11142
2023-08,Galvecta,972392.0882,2867
2023-08,Galvecta Plus,10731562.1599,21270
2023-08,Gouric,77373224.5139999,128471
2023-08,Histalis,1449625.5874,8600
2023-08,IBANDRO,34249.6875,79
2023-08,Inosita,14974078.3784992,13966
2023-08,Inosita Plus,130729490.417233,147129
2023-08,Iprazyme,8721,18
2023-08,Ivadin,3387848.6575,9526
2023-08,K-1000,12724426.8248003,20389
2023-08,Kalsob,19071819.6581983,30595
2023-08,Klevra,7248175.73379994,7605
2023-08,Klevra XR,474361.2,837
2023-08,LACTEUS GROW 3,14319,12
2023-08,Lowplat,70033342.7891337,306083
2023-08,Lowplat Plus,105413854.93054,417607
2023-08,Neo Q 10,3045617.39979997,2738
2023-08,Nise,71675615.3260206,276054
2023-08,Omron BPM,16032142.7532,1892
2023-08,Omron BPM Wrist,405310.3347,52
2023-08,Omron ETB,221233.7547,157
2023-08,Omron Weigh Scale,229515.7848,31
2023-08,Onita,13246380.62,11200
2023-08,Opt-D,26294782.1799974,110058
2023-08,Orslim,52083834.955,23945
2023-08,Oxivort,1362550.8075,3608
2023-08,Paridopa,7431583.95750004,4956
2023-08,Phytus,884495.406000001,2519
2023-08,Ramipace,35895936.4588994,61611
2023-08,Redexa,6266750.8765,9802
2023-08,REKLAIM,413866.794100002,829
2023-08,Retzole,3720094.7,2587
2023-08,Revolic,1549862.11679997,2858
2023-08,Sacvin,30696288.4187036,21590
2023-08,SheVit,8130220.26429998,16411
2023-08,Sparliv,4330448.22250015,5480
2023-08,SPEDICAM,508.32,4
2023-08,Supercran,2075482.35180001,5773
2023-08,Tansin,4592637.38290009,22360
2023-08,Telsarta,8267822.6436,30990
2023-08,Telsarta-A,20909190.3426997,51156
2023-08,Telsarta-D,7253849.14159999,14908
2023-08,Thewril,4644463.07,8171
2023-08,Tiocap,1703376.574,13394
2023-08,Treatan,11926761.4829991,32469
2023-08,Treatan-D,1812012.147,2165
2023-08,UFI,58371.71,146
2023-08,UriTreat,1530979.2,1812
2023-08,Vible,5648589.12939986,7866
2023-08,Voxamine,7212265.50120042,15839
2023-08,X-Plended,141758341.364235,338541
2023-08,X-Plended EZ,12651028.6275001,32753
2023-08,Xcept,42187232.1079964,80073
2023-08,Xilica,12052559.1609015,29423
2023-08,Zibes,3489763.77399988,24679
2023-08,Zilero,1180578.855,1482
2023-08,Zilfom,1380091.875,3094
2023-08,Zoltar,11069874.6925999,50534
2023-09,Actiflor,4479629.19889999,7087
2023-09,Actnise,3048952.47950004,9003
2023-09,Ad Folic,10518901.502602,27115
2023-09,Ad Folic OD,16802831.071798,32125
2023-09,Ad-D Chewable,531950.5388,2024
2023-09,Agoviz,3336161.17500003,4716
2023-09,Aircare,465000.684,1072
2023-09,Aireez,8056138.84680001,14113
2023-09,Anex-M,2032448.77000001,6141
2023-09,Anplag,16821872.6814,12394
2023-09,Arbi,4175401.4341,12318
2023-09,Arbi-D,9228181.88279982,20640
2023-09,Avsar,108594074.068526,238062
2023-09,Avsar Plus,32743622.7536998,74984
2023-09,AXIFER,961668.75,1247
2023-09,Azliv,1849634.38279999,8819
2023-09,BD PEN NEEDLE,2657834.3454,118574
2023-09,BD SYRINGE - BAG,97872715.0258,2853899
2023-09,Busonide,5301462.70750009,12463
2023-09,Byvas,19182148.3304984,67089
2023-09,Dapwiz,5559165.1721,19723
2023-09,Dipof,1477265.95110001,6124
2023-09,Diu Tansin,1732856.37439993,8460
2023-09,Duzalta,16214089.1902987,27791
2023-09,Eglaro,359971.892,917
2023-09,Eglaro-S,4195884.6801,6474
2023-09,Erli,10983065.6407,26382
2023-09,Erli Plus,2696565.2076,7488
2023-09,Erli Plus XR,14377946.2623992,27904
2023-09,Erlina,6548743.02600022,10933
2023-09,Estar,40101622.2165001,104272
2023-09,Evo Joshanda,1180243.26479999,2523
2023-09,EvoCheck,26999499.6905994,10641
2023-09,EvoCheck Go,11390410.4499998,6364
2023-09,Evofix,7398756.10039997,23579
2023-09,Evokalm,6920369.67640018,25278
2023-09,Evokalm XR,1524422.1096,2660
2023-09,Evopride,13107471.4953983,22790
2023-09,Evopride Plus,23834638.6793037,56781
2023-09,Fasteso,3986380.78919999,11672
2023-09,Femova,12819111.4745993,11940
2023-09,Ferfer,15857090.0166996,21048
2023-09,Ferfer Gro,4198516.98699988,10003
2023-09,Galvecta,952931.8462,2812
2023-09,Galvecta Plus,10201516.9477,20204
2023-09,Gouric,73973738.062,122551
2023-09,Histalis,1520003.1175,8980
2023-09,IBANDRO,4462.5,10
2023-09,Inosita,15329011.881999,14594
2023-09,Inosita Plus,124239095.401829,139313
2023-09,Iprazyme,8236.5,17
2023-09,Ivadin,2724935.95,7664
2023-09,K-1000,12625031.9056002,20233
2023-09,Kalsob,19781236.3822987,31737
2023-09,Klevra,6812102.04579995,6969
2023-09,Klevra XR,408122.4,721
2023-09,LACTEUS GROW 3,1193.25,1
2023-09,Lowplat,66902587.9880396,292539
2023-09,Lowplat Plus,98358755.347228,389602
2023-09,Neo Q 10,3246689.94599999,2920
2023-09,Nise,70286837.9665154,270648
2023-09,Omron BPM,17683746.3213,2127
2023-09,Omron BPM Wrist,449118.1805,57
2023-09,Omron ETB,254063.1192,175
2023-09,Omron Weigh Scale,180182.6753,26
2023-09,Onita,13294056.3745,11250
2023-09,Opt-D,27439529.0107967,113343
2023-09,Orslim,52817104.2875,24271
2023-09,Oxivort,1278472.845,3380
2023-09,Paridopa,5544844.22750005,3804
2023-09,Phytus,1148549.7947,3191
2023-09,Ramipace,24319137.5141038,42026
2023-09,Redexa,6829122.751,10669
2023-09,REKLAIM,352825.928100001,708
2023-09,Retzole,3841778.15,2672
2023-09,Revolic,1463155.36639997,2702
2023-09,Sacvin,29902252.8189035,20963
2023-09,SheVit,4637903.43069984,9358
2023-09,Sparliv,4001523.61970013,5066
2023-09,SPEDICAM,1899.8463,15
2023-09,Supercran,1980878.35870001,5523
2023-09,Tansin,4474055.19970011,21917
2023-09,Telsarta,7886069.57669999,29594
2023-09,Telsarta-A,20812278.8831998,50593
2023-09,Telsarta-D,5546835.10120001,12154
2023-09,Thewril,4642656.82,8173
2023-09,Tiocap,1523876.6595,11913
2023-09,Treatan,11098400.6033994,29410
2023-09,Treatan-D,1563391.666,1867
2023-09,UFI,43782.225,105
2023-09,UriTreat,1830043.2,2170
2023-09,Vible,5443811.11219986,7578
2023-09,Voxamine,7207747.1154004,15783
2023-09,X-Plended,133241532.070737,315342
2023-09,X-Plended EZ,12654784.731,32795
2023-09,Xcept,39296134.5538976,74399
2023-09,Xilica,8261687.26700038,20707
2023-09,Zibes,3272919.5958999,23094
2023-09,Zilero,1032927.48,1294
2023-09,Zilfom,1549194.9125,3478
2023-09,Zoltar,10587020.2818999,49341
2023-10,Actiflor,3311627.2782,5226
2023-10,Actnise,3485619.33200005,10413
2023-10,Ad Folic,10164495.2874019,26211
2023-10,Ad Folic OD,19395154.3100988,37115
2023-10,Ad-D Chewable,537343.4205,2092
2023-10,Agoviz,3259401.68200002,4608
2023-10,Aircare,1028301.177,2542
2023-10,Aireez,9227795.40140004,16657
2023-10,Anex-M,1858513.78000001,5607
2023-10,Anplag,17737185.8114,13162
2023-10,Arbi,4386428.58619999,12859
2023-10,Arbi-D,9508780.20619985,21202
2023-10,Avsar,111457448.754327,244052
2023-10,Avsar Plus,34042788.0364994,77992
2023-10,AXIFER,689934.375,930
2023-10,Azliv,838521.291300006,4843
2023-10,BD PEN NEEDLE,2498393.3425,111747
2023-10,BD SYRINGE - BAG,44710679.7491999,1290660
2023-10,Busonide,6333367.21250016,14954
2023-10,Byvas,19604746.2850985,68475
2023-10,Dapwiz,5781777.3974,20488
2023-10,Dipof,2124633.06720001,9329
2023-10,Diu Tansin,1782595.89609993,8703
2023-10,Duzalta,17001984.2417985,29176
2023-10,Eglaro,371784.582,933
2023-10,Eglaro-S,4384306.2619,6791
2023-10,Erli,11670465.6834,28161
2023-10,Erli Plus,3821136.91999989,12304
2023-10,Erli Plus XR,15531302.8909992,29479
2023-10,Erlina,8471487.78700037,14571
2023-10,Estar,40293822.3095005,105625
2023-10,Evo Joshanda,2659487.03240001,5778
2023-10,EvoCheck,22328734.8691992,9353
2023-10,EvoCheck Go,11234059.1999998,6092
2023-10,Evofix,6945860.884,21648
2023-10,Evokalm,7213644.32980017,26291
2023-10,Evokalm XR,2181215.186,3754
2023-10,Evopride,13592730.1607983,23781
2023-10,Evopride Plus,24164293.6339046,57779
2023-10,Fasteso,3153466.47599999,9280
2023-10,Femova,13019297.5281992,12125
2023-10,Ferfer,14697395.0506997,19511
2023-10,Ferfer Gro,4048944.13979987,9648
2023-10,Galvecta,997077.0884,2941
2023-10,Galvecta Plus,10101440.7758,20016
2023-10,Gouric,71985859.779,119436
2023-10,Histalis,1647984.1856,9626
2023-10,IBANDRO,892.5,2
2023-10,Inosita,14325982.7364991,13586
2023-10,Inosita Plus,123560163.730431,138866
2023-10,Iprazyme,10174.5,21
2023-10,Ivadin,3046345.6,8570
2023-10,K-1000,13063708.2310001,20935
2023-10,Kalsob,20313777.5080984,32602
2023-10,Klevra,6725784.77929994,6857
2023-10,Klevra XR,360386.74,637
2023-10,LIMITROL,1020,8
2023-10,Lowplat,67795634.5300383,296517
2023-10,Lowplat Plus,101477004.049432,401747
2023-10,Neo Q 10,3559972.72259995,3203
2023-10,Nise,68716297.9818174,264764
2023-10,Omron BPM,18403903.6254,2242
2023-10,Omron BPM Wrist,587208.6827,75
2023-10,Omron ETB,454723.5016,304
2023-10,Omron Weigh Scale,288620.6164,46
2023-10,Onita,12983265.0945,10987
2023-10,Opt-D,26797811.804197,110698
2023-10,Orslim,53086632.155,24418
2023-10,Oxivort,1203146.1825,3193
2023-10,Paridopa,9121072.81500003,5900
2023-10,Phytus,2008286.62029998,5589
2023-10,Ramipace,26823401.4470026,46479
2023-10,Redexa,6866055.132,10654
2023-10,REKLAIM,334449.003200001,671
2023-10,Retzole,4334470.45,3016
2023-10,Revolic,1391187.61599998,2566
2023-10,Sacvin,30523335.9787035,21638
2023-10,SheVit,368908.067400001,744
2023-10,Sparliv,3846143.88290012,4870
2023-10,SPEDICAM,1772.7663,14
2023-10,Supercran,559884.534,1560
2023-10,Tansin,4717228.76410005,22973
2023-10,Telsarta,8033995.9811,30239
2023-10,Telsarta-A,22904867.6948003,54701
2023-10,Telsarta-D,4965394.7732,11471
2023-10,Thewril,3969914.46,6987
2023-10,Tiocap,1793483.7905,14119
2023-10,Treatan,11443130.9338992,30868
2023-10,Treatan-D,1623128.7689,1936
2023-10,UFI,82887.665,200
2023-10,UriTreat,1631823.2,1932
2023-10,Vible,5386926.40489987,7510
2023-10,Voxamine,7432673.03490045,16256
2023-10,X-Plended,139925732.493336,333404
2023-10,X-Plended EZ,12892206.247,33989
2023-10,Xcept,40544149.7748968,77769
2023-10,Xilica,9227703.68290075,22660
2023-10,Zibes,3582680.82959985,25640
2023-10,Zilero,1242646.62,1553
2023-10,Zilfom,1609018.125,3607
2023-10,Zoltar,8870998.98010036,40814
2023-11,Actiflor,3372193.6969,5317
2023-11,Actnise,3510407.47750004,10470
2023-11,Ad Folic,9945573.8468019,25669
2023-11,Ad Folic OD,16277594.3809981,31171
2023-11,Ad-D Chewable,677245.209700004,2581
2023-11,Agoviz,3263588.65440004,4608
2023-11,Aircare,2173536.888,5470
2023-11,Aireez,10876528.0356,19676
2023-11,Anex-M,1779315.20000001,5369
2023-11,Anplag,17231906.9414,12797
2023-11,Arbi,4510599.85280001,13244
2023-11,Arbi-D,9677640.53549984,21579
2023-11,Avsar,113320060.163527,248385
2023-11,Avsar Plus,35536308.3094997,81372
2023-11,AXIFER,543150,655
2023-11,Azliv,2723084.84079998,17317
2023-11,BD PEN NEEDLE,2673593.5679,119465
2023-11,BD SYRINGE - BAG,53340182.2865994,1545895
2023-11,Busonide,6955059.9325002,16324
2023-11,Byvas,20068266.964098,70439
2023-11,Dapwiz,6312886.05330001,22220
2023-11,Dipof,1960137.27730001,8493
2023-11,Diu Tansin,1948459.04489991,9504
2023-11,Duzalta,16691644.6758985,28607
2023-11,Eglaro,387355.279999999,988
2023-11,Eglaro-S,4899745.1712,7604
2023-11,Erli,11368552.8622003,27316
2023-11,Erli Plus,4641655.01000011,15204
2023-11,Erli Plus XR,15481531.1079993,29609
2023-11,Erlina,8946428.9250004,15404
2023-11,Estar,39952506.5705003,105162
2023-11,Evo Joshanda,3243262.56959998,7065
2023-11,EvoCheck,22200155.9413995,8874
2023-11,EvoCheck Go,9565334.01799986,4828
2023-11,Evofix,7474883.76399997,22493
2023-11,Evokalm,7102643.97090021,25872
2023-11,Evokalm XR,1992846.5572,3442
2023-11,Evopride,14267621.9207981,24414
2023-11,Evopride Plus,24471436.1089042,58636
2023-11,Fasteso,3049369.05790002,9005
2023-11,Femova,12667034.9455993,11779
2023-11,Ferfer,13469929.6427997,17878
2023-11,Ferfer Gro,3865332.9157999,9215
2023-11,Galvecta,878223.0332,2591
2023-11,Galvecta Plus,10223887.654,20262
2023-11,Gouric,67504421.1625,112660
2023-11,Histalis,1740327.8695,10153
2023-11,IBANDRO,5712,13
2023-11,Inosita,14301014.6349992,13693
2023-11,Inosita Plus,129411826.228828,145242
2023-11,Iprazyme,8236.5,17
2023-11,Ivadin,3221292.685,9066
2023-11,K-1000,13065300.3125003,20924
2023-11,Kalsob,19825520.4256986,31831
2023-11,Klevra,7040850.79039996,7186
2023-11,Klevra XR,391950.3544,692
2023-11,LIMITROL,510,4
2023-11,Lowplat,69830766.472035,305659
2023-11,Lowplat Plus,103495040.403635,409941
2023-11,Neo Q 10,3398658.32749995,3056
2023-11,Nise,66900029.1678761,257715
2023-11,Omron BPM,17930111.1319,2109
2023-11,Omron BPM Wrist,581564.2975,76
2023-11,Omron ETB,354193.6457,252
2023-11,Omron Weigh Scale,418644.3582,60
2023-11,Onita,14170714.3525,11988
2023-11,Opt-D,27245856.7341966,112284
2023-11,Orslim,51893656.7575,23854
2023-11,Oxivort,1136135.0225,3044
2023-11,Paridopa,7005926.40000005,4597
2023-11,Phytus,2724661.1865,7308
2023-11,Ramipace,32032846.4203018,54946
2023-11,Redexa,6462505.94,10068
2023-11,REKLAIM,123068.9569,247
2023-11,Retzole,4012765,2788
2023-11,Revolic,1301527.61399999,2404
2023-11,Sacvin,27613211.1546038,20271
2023-11,SheVit,1866450.80800004,3773
2023-11,Sparliv,3588102.66680012,4542
2023-11,SPEDICAM,762.48,6
2023-11,Supercran,409240.7062,1140
2023-11,Tansin,5069918.74879987,24985
2023-11,Telsarta,8335063.2674,31435
2023-11,Telsarta-A,15280306.0773993,36965
2023-11,Telsarta-D,9464321.9884,18486
2023-11,Thewril,2066344.475,3632
2023-11,Tiocap,1931242.602,15185
2023-11,Treatan,11366439.6979992,30610
2023-11,Treatan-D,1701855.728,2035
2023-11,UFI,50576.87,126
2023-11,UriTreat,2142394.4,2537
2023-11,Vible,2983253.4868,4152
2023-11,Voxamine,7351214.04430043,16285
2023-11,X-Plended,137066504.228236,328789
2023-11,X-Plended EZ,8644325.21249996,25193
2023-11,Xcept,41908083.8499966,79131
2023-11,Xilica,9461572.57670084,23190
2023-11,Zibes,3866007.32669985,27169
2023-11,Zilero,1111748.235,1385
2023-11,Zilfom,2137475.2375,4793
2023-11,Zoltar,9840686.17089995,45469
2023-12,Actiflor,3450691.5269,5462
2023-12,Actnise,3506129.31450005,10419
2023-12,Ad Folic,9931630.86940175,25622
2023-12,Ad Folic OD,16532971.2267982,31653
2023-12,Ad-D Chewable,632827.670100002,2269
2023-12,Agoviz,3537350.47610005,4995
2023-12,Aircare,792936.972000002,1833
2023-12,Aireez,12571265.4136001,22469
2023-12,Anex-M,1554069.11,4686
2023-12,Anplag,19241667.2284,14317
2023-12,Arbi,4592459.83710001,13493
2023-12,Arbi-D,9913405.44009992,21948
2023-12,Avsar,114251774.73733,250913
2023-12,Avsar Plus,37133174.829401,85000
2023-12,AXIFER,443753.125,600
2023-12,Azliv,975165.481000004,6217
2023-12,BD PEN NEEDLE,2565731.1603,114172
2023-12,BD SYRINGE - BAG,61872236.693799,1800421
2023-12,Busonide,9400772.15750016,22115
2023-12,Byvas,21234078.4475969,74659
2023-12,Dapwiz,6478739.9516,22796
2023-12,Dipof,2329079.7456,10032
2023-12,Diu Tansin,2078689.78319992,10147
2023-12,Duzalta,18151574.8100986,31167
2023-12,Eglaro,389334.581999998,973
2023-12,Eglaro-S,5823294.4958,9044
2023-12,Erli,12320909.4050002,29601
2023-12,Erli Plus,4716313.23000004,14958
2023-12,Erli Plus XR,15723001.0009994,29943
2023-12,Erlina,9863285.48800026,16930
2023-12,Estar,42624428.6235014,112918
2023-12,Evo Joshanda,4738443.18680001,11678
2023-12,EvoCheck,20709204.7309994,8374
2023-12,EvoCheck Go,9872422.05919986,5422
2023-12,Evofix,9053403.89849992,27150
2023-12,Evokalm,7814247.81880024,28165
2023-12,Evokalm XR,1784403.9221,3086
2023-12,Evopride,16049082.6809976,27612
2023-12,Evopride Plus,24396805.0289042,58502
2023-12,Fasteso,3183452.70119999,9258
2023-12,Femova,12745607.2084993,11851
2023-12,Ferfer,11890277.6982998,15787
2023-12,Ferfer Gro,3490459.20959993,8318
2023-12,Galvecta,1041688.4612,3088
2023-12,Galvecta Plus,10506858.5081,20842
2023-12,Gouric,65027300.4385,107646
2023-12,Histalis,1907093.8112,11151
2023-12,IBANDRO,3123.75,7
2023-12,Inosita,14828377.6674991,14041
2023-12,Inosita Plus,127455416.051328,143482
2023-12,Ivadin,3391578.875,9553
2023-12,K-1000,12667827.3625002,20287
2023-12,Kalsob,18322668.3131991,29406
2023-12,Klevra,7526503.81659998,7764
2023-12,Klevra XR,418403.048,742
2023-12,LIMITROL,1275,10
2023-12,Lowplat,67869463.3025413,296984
2023-12,Lowplat Plus,103216633.667132,408780
2023-12,NEBULIZERS,34492.3086,2
2023-12,Neo Q 10,3263737.00569997,2941
2023-12,Nise,63976343.0625743,246498
2023-12,Omron BPM,19425784.7889,2308
2023-12,Omron BPM Wrist,618166.208,79
2023-12,Omron ETB,309516.1573,213
2023-12,Omron Weigh Scale,251978.1674,43
2023-12,Onita,13413623.475,11351
2023-12,Opt-D,26295790.9024974,107692
2023-12,Orslim,49610974.985,22814
2023-12,Oxivort,1049942.6475,2803
2023-12,Paridopa,7802531.69250007,5043
2023-12,Phytus,4000169.51090001,10763
2023-12,Ramipace,35742876.6050996,61177
2023-12,Redexa,6126137.7225,9695
2023-12,REKLAIM,66474.7407999999,133
2023-12,Retzole,3948014.55,2747
2023-12,Revolic,1036901.19120001,1910
2023-12,Sacvin,37496555.4985006,25883
2023-12,SheVit,8088542.77060002,16350
2023-12,Sparliv,3272372.08620011,4144
2023-12,SPEDICAM,127.08,1
2023-12,Supercran,244268.9266,680
2023-12,Tansin,5313344.18839972,25918
2023-12,Telsarta,8583201.0595,32260
2023-12,Telsarta-A,12369700.7964999,32050
2023-12,Telsarta-D,5868077.94609999,12946
2023-12,Thewril,3315408.0295,5836
2023-12,Tiocap,2248433.022,17688
2023-12,Treatan,11902335.220899,32055
2023-12,Treatan-D,1724076.1008,2061
2023-12,UFI,51157.845,124
2023-12,UriTreat,1822692.4,2156
2023-12,Vible,6074839.57049977,8467
2023-12,Voxamine,7311823.47980043,16129
2023-12,X-Plended,137047883.17053,326177
2023-12,X-Plended EZ,18186708.1192003,45440
2023-12,Xcept,44477096.0656962,84539
2023-12,Xilica,10450615.0186011,25501
2023-12,Zibes,3944415.79719984,27919
2023-12,Zilero,1137553.215,1414
2023-12,Zilfom,2371243.725,5318
2023-12,Zoltar,9904253.02129999,45011
2024-01,Actiflor,3503731.9293,5549
2024-01,Actnise,4074610.56750011,12066
2024-01,Ad Folic,9872135.95880185,25490
2024-01,Ad Folic OD,16461731.287598,31535
2024-01,Ad-D Chewable,549176.5624,1973
2024-01,Agoviz,3603831.03760004,5089
2024-01,Aircare,882095.958000002,2035
2024-01,Aireez,12539105.2652001,22783
2024-01,Anex-M,784716.939999992,2362
2024-01,Anplag,19673013.751,14448
2024-01,Arbi,4689635.7178,13762
2024-01,Arbi-D,10015730.1522,22292
2024-01,Avsar,121363153.01693,266339
2024-01,Avsar Plus,38089743.5427008,87045
2024-01,AXIFER,316040.575,426
2024-01,Azliv,13782.786,88
2024-01,BD PEN NEEDLE,2716648.34779999,121396
2024-01,BD SYRINGE - BAG,60888781.9862993,1771666
2024-01,Busonide,9280608.89000024,21752
2024-01,Byvas,22729607.224997,80163
2024-01,Dapwiz,6790480.79030001,23612
2024-01,Dipof,1989953.16780001,8482
2024-01,Diu Tansin,2096887.51449991,10246
2024-01,Duzalta,17359124.8031986,29793
2024-01,Eglaro,344560.407999999,867
2024-01,Eglaro-S,6454130.2495,10049
2024-01,Erli,12804672.4072999,30834
2024-01,Erli Plus,5059099.53000008,16040
2024-01,Erli Plus XR,16411368.8579993,31253
2024-01,Erlina,11370238.2940004,19571
2024-01,Estar,40747179.9665021,107797
2024-01,Evo Joshanda,2960024.0364,6447
2024-01,EvoCheck,18722859.1302996,8036
2024-01,EvoCheck Go,9450440.10999987,5471
2024-01,Evofix,7875157.30749997,23173
2024-01,Evokalm,8977847.35090025,32538
2024-01,Evokalm XR,1921633.2812,3271
2024-01,Evopride,15837861.1500974,27575
2024-01,Evopride Plus,23531650.2151039,56252
2024-01,Fasteso,2996984.71619999,8719
2024-01,Femova,12371997.1183994,11523
2024-01,Ferfer,10709695.1936,14229
2024-01,Ferfer Gro,2998808.25099995,7158
2024-01,FREEDEP,2065.5,9
2024-01,Galvecta,904569.7289,2674
2024-01,Galvecta Plus,9367156.14599998,18578
2024-01,Gouric,56091236.913,92672
2024-01,Histalis,1854972.9729,10887
2024-01,IBANDRO,1338.75,3
2024-01,Inosita,14903357.0984991,14058
2024-01,Inosita Plus,123637748.81563,139806
2024-01,Ivadin,3394021.2675,9553
2024-01,K-1000,12497608.3675003,20039
2024-01,Kalsob,17831623.999299,28655
2024-01,Klevra,8067409.20329998,8220
2024-01,Klevra XR,375436.296,664
